     FECHATMAX TMIN  NOMBRE                    
  12052025 24.8  14.5VICTORICA                 
  12052025 23.2  13.9VIEDMA AERO               
  12052025   24  11.4VILLA DE MARIA DEL RIO S  
  12052025   26  16.8VILLA DOLORES AERO        
  12052025 18.8   5.8VILLA GESELL AERO         
  12052025 27.2   9.8VILLA REYNOLDS AERO       
  11052025 19.7  14.5AEROPARQUE AERO           
  11052025 19.5   2.3AZUL AERO                 
  11052025 24.4   5.8BAHIA BLANCA AERO         
  11052025 10.5    -2BARILOCHE AERO            
  11052025 -5.2 ###  BASE BELGRANO II          
  11052025    3   0.5BASE CARLINI (EX JUBANY)  
  11052025 -1.8  -4.6BASE ESPERANZA            
  11052025 -3.8  -5.5BASE MARAMBIO             
  11052025 -3.2    -6BASE ORCADAS              
  11052025  3.8  -4.8BASE SAN MARTIN           
  11052025 19.2   4.1BENITO JUAREZ             
  11052025   20   9.8BERNARDO DE IRIGOYEN AER  
  11052025 22.1     8BOLIVAR AERO              
  11052025 20.3    11BUENOS AIRES OBSERVATORI  
  11052025 20.4   5.6CAMPO DE MAYO AERO        
  11052025   27    20CATAMARCA AERO            
  11052025 28.5   9.6CERES AERO                
  11052025NA     13.6CHAMICAL AERO             
  11052025 15.6  -1.6CHAPELCO AERO             
  11052025 24.9  16.7CHEPES                    
  11052025NA     NA  CHILECITO AERO            
  11052025 18.3   9.1COMODORO RIVADAVIA AERO   
  11052025 22.2  11.5CONCORDIA AERO            
  11052025 25.8  11.1CORDOBA AERO              
  11052025   26  14.6CORDOBA OBSERVATORIO      
  11052025 21.6   2.8CORONEL SUAREZ AERO       
  11052025 25.5  13.2CORRIENTES AERO           
  11052025 19.7     4DOLORES AERO              
  11052025 14.2   0.2EL BOLSON AERO            
  11052025 13.7  -0.6EL CALAFATE AERO          
  11052025 20.4   5.5EL PALOMAR AERO           
  11052025NA      9.5ESCUELA DE AVIACION MILI  
  11052025 11.8    -2ESQUEL AERO               
  11052025 20.2   8.6EZEIZA AERO               
  11052025 25.5  13.5FORMOSA AERO              
  11052025 25.6  11.5GENERAL PICO AERO         
  11052025 12.8   2.5GOBERNADOR GREGORES AERO  
  11052025 21.5  10.2GUALEGUAYCHU AERO         
  11052025 24.8    11IGUAZU AERO               
  11052025   26  12.5ITUZAINGO                 
  11052025NA     NA  JACHAL                    
  11052025 21.5  11.2JUJUY AERO                
  11052025 19.3  12.3JUJUY U N                 
  11052025 23.2     8JUNIN AERO                
  11052025 18.7   5.4LA PLATA AERO             
  11052025 19.6   2.6LA QUIACA OBSERVATORIO    
  11052025 28.1    14LA RIOJA AERO             
  11052025 25.8  10.3LABOULAYE AERO            
  11052025   21     7LAS FLORES                
  11052025 26.7  14.6LAS LOMITAS               
  11052025   18   5.3MALARGUE AERO             
  11052025 16.1  -3.2MAQUINCHAO                
  11052025 19.2   4.3MAR DEL PLATA AERO        
  11052025 25.7   6.8MARCOS JUAREZ AERO        
  11052025NA      6.5MARIANO MORENO AERO       
  11052025 24.4    10MENDOZA AERO              
  11052025NA      8.9MENDOZA OBSERVATORIO      
  11052025 24.8    12MERCEDES AERO (CTES)      
  11052025NA      8.5MERLO AERO                
  11052025 24.2  11.3METAN                     
  11052025 22.2  11.8MONTE CASEROS AERO        
  11052025 20.2   8.5MORON AERO                
  11052025 19.7     6NEUQUEN AERO              
  11052025 23.4   9.2NUEVE DE JULIO            
  11052025NA     NA  OBERA                     
  11052025 19.8   5.4OLAVARRIA AERO            
  11052025 26.8  16.5ORAN AERO                 
  11052025 24.5    10PARANA AERO               
  11052025 15.4   5.6PASO DE INDIOS            
  11052025   23  11.5PASO DE LOS LIBRES AERO   
  11052025   23  10.4PEHUAJO AERO              
  11052025NA      5.5PERITO MORENO AERO        
  11052025 20.8   7.3PIGUE AERO                
  11052025 25.4  11.4PILAR OBSERVATORIO        
  11052025 24.7  13.8POSADAS AERO              
  11052025   15     6PUERTO DESEADO AERO       
  11052025 19.5   5.6PUERTO MADRYN AERO        
  11052025 18.8     7PUNTA INDIO B.A.          
  11052025   26     9RAFAELA AERO              
  11052025 25.8  11.4RECONQUISTA AERO          
  11052025 26.2  12.3RESISTENCIA AERO          
  11052025 25.4  12.2RIO CUARTO AERO           
  11052025 11.7     3RIO GALLEGOS AERO         
  11052025  9.5   3.6RIO GRANDE B.A.           
  11052025   28  16.3RIVADAVIA                 
  11052025 25.3    11ROSARIO AERO              
  11052025   19    11SALTA AERO                
  11052025 22.2     6SAN ANTONIO OESTE AERO    
  11052025   20     9SAN FERNANDO AERO         
  11052025 26.5   7.3SAN JUAN AERO             
  11052025   15   3.4SAN JULIAN AERO           
  11052025 24.8  11.1SAN LUIS AERO             
  11052025 24.9     8SAN MARTIN (MZA)          
  11052025 23.6   8.1SAN RAFAEL AERO           
  11052025 14.9   0.8SANTA CRUZ AERO           
  11052025 25.2   9.3SANTA ROSA AERO           
  11052025   26   4.7SANTA ROSA DE CONLARA AE  
  11052025 28.4  15.8SANTIAGO DEL ESTERO AERO  
  11052025 26.4   8.2SAUCE VIEJO AERO          
  11052025   27   9.5SUNCHALES AERO            
  11052025 18.8   2.6TANDIL AERO               
  11052025 25.8  15.6TARTAGAL AERO             
  11052025 29.4    15TERMAS DE RIO HONDO AERO  
  11052025 27.5     7TINOGASTA                 
  11052025 18.5   3.3TRELEW AERO               
  11052025NA     NA  TRENQUE LAUQUEN           
  11052025 21.6     6TRES ARROYOS              
  11052025   28  13.2TUCUMAN AERO              
  11052025   10   3.4USHUAIA AERO              
  11052025 21.7  -1.8USPALLATA                 
  11052025   25     9VENADO TUERTO AERO        
  11052025NA     NA  VICTORICA                 
  11052025 23.5   8.5VIEDMA AERO               
  11052025 25.7     8VILLA DE MARIA DEL RIO S  
  11052025   28  12.3VILLA DOLORES AERO        
  11052025 19.4   3.8VILLA GESELL AERO         
  11052025   28   6.2VILLA REYNOLDS AERO       
  10052025 22.5  15.3AEROPARQUE AERO           
  10052025 18.6   5.6AZUL AERO                 
  10052025 19.6   4.6BAHIA BLANCA AERO         
  10052025 15.6   6.2BARILOCHE AERO            
  10052025 -6.6   -15BASE BELGRANO II          
  10052025  3.5    -3BASE CARLINI (EX JUBANY)  
  10052025   -3  -9.8BASE ESPERANZA            
  10052025 -5.5 ###  BASE MARAMBIO             
  10052025 -2.8    -6BASE ORCADAS              
  10052025 -0.6  -7.8BASE SAN MARTIN           
  10052025 16.5     4BENITO JUAREZ             
  10052025 20.2  13.4BERNARDO DE IRIGOYEN AER  
  10052025 20.9   9.5BOLIVAR AERO              
  10052025 22.9  14.5BUENOS AIRES OBSERVATORI  
  10052025   21  12.1CAMPO DE MAYO AERO        
  10052025   30  10.9CATAMARCA AERO            
  10052025 27.5  11.5CERES AERO                
  10052025NA     10.5CHAMICAL AERO             
  10052025 19.5   8.5CHAPELCO AERO             
  10052025 26.6  10.2CHEPES                    
  10052025NA     NA  CHILECITO AERO            
  10052025 20.8   7.8COMODORO RIVADAVIA AERO   
  10052025 25.4   8.8CONCORDIA AERO            
  10052025 27.3   6.2CORDOBA AERO              
  10052025 29.5  10.9CORDOBA OBSERVATORIO      
  10052025 21.5   3.9CORONEL SUAREZ AERO       
  10052025 24.6  16.2CORRIENTES AERO           
  10052025 18.2   7.6DOLORES AERO              
  10052025 19.5   7.8EL BOLSON AERO            
  10052025 15.4  -1.1EL CALAFATE AERO          
  10052025 21.4  10.5EL PALOMAR AERO           
  10052025NA     NA  ESCUELA DE AVIACION MILI  
  10052025 16.1     4ESQUEL AERO               
  10052025 20.5  11.5EZEIZA AERO               
  10052025 25.2  18.8FORMOSA AERO              
  10052025 25.2   8.5GENERAL PICO AERO         
  10052025   18   3.5GOBERNADOR GREGORES AERO  
  10052025 24.2   8.3GUALEGUAYCHU AERO         
  10052025 23.8  14.5IGUAZU AERO               
  10052025   25    17ITUZAINGO                 
  10052025   24  -2.8JACHAL                    
  10052025 25.2  15.2JUJUY AERO                
  10052025   23  15.9JUJUY U N                 
  10052025 23.6  10.8JUNIN AERO                
  10052025 20.1   9.8LA PLATA AERO             
  10052025   19  -1.2LA QUIACA OBSERVATORIO    
  10052025 27.5  12.5LA RIOJA AERO             
  10052025 25.8   7.9LABOULAYE AERO            
  10052025 19.5     9LAS FLORES                
  10052025   27  17.4LAS LOMITAS               
  10052025 22.2   1.4MALARGUE AERO             
  10052025 19.5   2.4MAQUINCHAO                
  10052025 16.6   7.6MAR DEL PLATA AERO        
  10052025 26.7   6.5MARCOS JUAREZ AERO        
  10052025NA     11.5MARIANO MORENO AERO       
  10052025 26.5   8.3MENDOZA AERO              
  10052025NA      9.4MENDOZA OBSERVATORIO      
  10052025   25    14MERCEDES AERO (CTES)      
  10052025NA     12.5MERLO AERO                
  10052025   24  15.3METAN                     
  10052025   25  11.8MONTE CASEROS AERO        
  10052025 21.2  13.4MORON AERO                
  10052025   24     5NEUQUEN AERO              
  10052025 23.1    11NUEVE DE JULIO            
  10052025   25  15.8OBERA                     
  10052025 19.2   5.1OLAVARRIA AERO            
  10052025 26.2  19.8ORAN AERO                 
  10052025 24.9  10.5PARANA AERO               
  10052025 18.4   6.4PASO DE INDIOS            
  10052025 25.2  12.6PASO DE LOS LIBRES AERO   
  10052025 22.4  10.6PEHUAJO AERO              
  10052025 16.4    -1PERITO MORENO AERO        
  10052025   20   6.7PIGUE AERO                
  10052025 27.7   9.6PILAR OBSERVATORIO        
  10052025 24.4    16POSADAS AERO              
        NANA     NA  NA                        
  10052025 16.2     1PUERTO DESEADO AERO       
  10052025 22.2   6.2PUERTO MADRYN AERO        
  10052025 18.5    11PUNTA INDIO B.A.          
  10052025   26    10RAFAELA AERO              
  10052025   26  12.4RECONQUISTA AERO          
  10052025 25.5  15.6RESISTENCIA AERO          
  10052025 26.1   9.8RIO CUARTO AERO           
  10052025 16.6   4.2RIO GALLEGOS AERO         
  10052025  8.9    -1RIO GRANDE B.A.           
  10052025 28.5  15.8RIVADAVIA                 
  10052025 25.9   8.1ROSARIO AERO              
  10052025 22.7  14.7SALTA AERO                
  10052025   23     5SAN ANTONIO OESTE AERO    
  10052025 21.6  13.9SAN FERNANDO AERO         
  10052025   27     5SAN JUAN AERO             
  10052025 18.6   1.4SAN JULIAN AERO           
  10052025 25.7  11.3SAN LUIS AERO             
  10052025 26.4   7.8SAN MARTIN (MZA)          
  10052025 25.6   6.1SAN RAFAEL AERO           
  10052025 18.4   1.6SANTA CRUZ AERO           
  10052025 22.8     8SANTA ROSA AERO           
  10052025 25.3   3.2SANTA ROSA DE CONLARA AE  
  10052025 28.6  13.3SANTIAGO DEL ESTERO AERO  
  10052025   26     8SAUCE VIEJO AERO          
  10052025   26  10.6SUNCHALES AERO            
  10052025 18.4     6TANDIL AERO               
  10052025 26.1  17.9TARTAGAL AERO             
  10052025 26.4    14TERMAS DE RIO HONDO AERO  
  10052025 26.4     7TINOGASTA                 
  10052025   22   4.6TRELEW AERO               
  10052025 23.4   9.5TRENQUE LAUQUEN           
  10052025 18.2   7.6TRES ARROYOS              
  10052025 26.7  15.2TUCUMAN AERO              
  10052025  9.9   3.5USHUAIA AERO              
  10052025 18.7  -2.8USPALLATA                 
  10052025   25   8.8VENADO TUERTO AERO        
  10052025 24.6   4.5VICTORICA                 
  10052025 20.5   4.6VIEDMA AERO               
  10052025 27.6     9VILLA DE MARIA DEL RIO S  
  10052025 25.6    10VILLA DOLORES AERO        
  10052025 16.3   6.8VILLA GESELL AERO         
  10052025 25.9   3.8VILLA REYNOLDS AERO       
   9052025   22  14.3AEROPARQUE AERO           
   9052025   21   3.2AZUL AERO                 
   9052025   20   7.8BAHIA BLANCA AERO         
   9052025 12.6   6.9BARILOCHE AERO            
   9052025-11.5 ###  BASE BELGRANO II          
   9052025 -1.3    -3BASE CARLINI (EX JUBANY)  
   9052025   -9 ###  BASE ESPERANZA            
   9052025-15.1   -20BASE MARAMBIO             
   9052025 -2.4  -4.5BASE ORCADAS              
   9052025   -4  -7.3BASE SAN MARTIN           
   9052025 19.3   3.3BENITO JUAREZ             
   9052025 24.5  14.4BERNARDO DE IRIGOYEN AER  
   9052025 22.7     6BOLIVAR AERO              
   9052025 23.8  13.4BUENOS AIRES OBSERVATORI  
   9052025 21.5  11.1CAMPO DE MAYO AERO        
   9052025 26.7  16.9CATAMARCA AERO            
   9052025 25.1  18.8CERES AERO                
   9052025NA     11.4CHAMICAL AERO             
   9052025 14.3   7.4CHAPELCO AERO             
   9052025 24.4  10.3CHEPES                    
   9052025 23.6   9.9CHILECITO AERO            
   9052025 14.6   6.3COMODORO RIVADAVIA AERO   
   9052025 23.7  16.7CONCORDIA AERO            
   9052025 22.3  11.8CORDOBA AERO              
   9052025 23.8  12.8CORDOBA OBSERVATORIO      
   9052025   21   4.3CORONEL SUAREZ AERO       
   9052025 24.9  19.2CORRIENTES AERO           
   9052025 20.6   6.3DOLORES AERO              
   9052025 14.7   4.8EL BOLSON AERO            
   9052025 10.9  -3.1EL CALAFATE AERO          
   9052025 22.2  11.5EL PALOMAR AERO           
   9052025NA     10.5ESCUELA DE AVIACION MILI  
   9052025 10.2   4.5ESQUEL AERO               
   9052025 20.8  12.2EZEIZA AERO               
   9052025 29.1  19.1FORMOSA AERO              
   9052025 23.5   6.6GENERAL PICO AERO         
   9052025   11     1GOBERNADOR GREGORES AERO  
   9052025 23.2  14.6GUALEGUAYCHU AERO         
   9052025 30.2  17.3IGUAZU AERO               
   9052025 28.4    18ITUZAINGO                 
   9052025 20.6   0.2JACHAL                    
   9052025 26.6  17.2JUJUY AERO                
   9052025 24.2    15JUJUY U N                 
   9052025 21.9     8JUNIN AERO                
   9052025   21  11.1LA PLATA AERO             
   9052025 18.5   0.1LA QUIACA OBSERVATORIO    
   9052025 28.1  14.4LA RIOJA AERO             
   9052025 22.6   9.6LABOULAYE AERO            
   9052025 20.5   6.5LAS FLORES                
   9052025 27.4    21LAS LOMITAS               
   9052025   21   0.4MALARGUE AERO             
   9052025 14.5   6.2MAQUINCHAO                
   9052025 21.4   3.7MAR DEL PLATA AERO        
   9052025 21.4  11.4MARCOS JUAREZ AERO        
   9052025NA     11.5MARIANO MORENO AERO       
   9052025 23.5     7MENDOZA AERO              
   9052025NA      7.1MENDOZA OBSERVATORIO      
   9052025 23.6    18MERCEDES AERO (CTES)      
   9052025NA       12MERLO AERO                
   9052025   21  16.5METAN                     
   9052025 24.4  17.5MONTE CASEROS AERO        
   9052025 21.5  12.4MORON AERO                
   9052025 23.2  11.2NEUQUEN AERO              
   9052025 22.4   9.4NUEVE DE JULIO            
   9052025 25.8  17.8OBERA                     
   9052025 21.1   6.1OLAVARRIA AERO            
   9052025 24.5  21.1ORAN AERO                 
   9052025 22.2  14.8PARANA AERO               
   9052025 10.5   4.5PASO DE INDIOS            
   9052025 22.2  18.4PASO DE LOS LIBRES AERO   
   9052025 22.6   7.4PEHUAJO AERO              
   9052025  8.8   2.1PERITO MORENO AERO        
   9052025 20.3   6.8PIGUE AERO                
   9052025 24.2    12PILAR OBSERVATORIO        
   9052025 27.7  17.6POSADAS AERO              
   9052025   12   3.3PUERTO DESEADO AERO       
   9052025 14.6   7.2PUERTO MADRYN AERO        
   9052025   20  11.6PUNTA INDIO B.A.          
   9052025   25  14.5RAFAELA AERO              
   9052025 25.2  18.9RECONQUISTA AERO          
   9052025 25.9  18.2RESISTENCIA AERO          
   9052025   23  11.2RIO CUARTO AERO           
   9052025  9.5   1.7RIO GALLEGOS AERO         
   9052025  8.7     2RIO GRANDE B.A.           
   9052025   28  21.8RIVADAVIA                 
   9052025 22.7  12.2ROSARIO AERO              
   9052025 24.2  12.9SALTA AERO                
   9052025 18.5     6SAN ANTONIO OESTE AERO    
   9052025   22  13.8SAN FERNANDO AERO         
   9052025 24.4   4.5SAN JUAN AERO             
   9052025   12   1.6SAN JULIAN AERO           
   9052025 22.4   7.4SAN LUIS AERO             
   9052025 24.2   6.3SAN MARTIN (MZA)          
   9052025   25   6.9SAN RAFAEL AERO           
   9052025 10.6   1.5SANTA CRUZ AERO           
   9052025 23.2   7.5SANTA ROSA AERO           
   9052025   24   8.4SANTA ROSA DE CONLARA AE  
   9052025 28.1  18.6SANTIAGO DEL ESTERO AERO  
   9052025 21.5  14.5SAUCE VIEJO AERO          
   9052025 25.3  15.3SUNCHALES AERO            
   9052025   21   4.5TANDIL AERO               
   9052025 23.9  15.6TARTAGAL AERO             
   9052025 25.2    18TERMAS DE RIO HONDO AERO  
   9052025 25.5     8TINOGASTA                 
   9052025 14.5   2.8TRELEW AERO               
   9052025 23.6     8TRENQUE LAUQUEN           
   9052025 20.6   5.5TRES ARROYOS              
   9052025 25.2  17.7TUCUMAN AERO              
   9052025  8.4   4.5USHUAIA AERO              
   9052025   18    -1USPALLATA                 
   9052025 20.1    10VENADO TUERTO AERO        
   9052025 23.8   6.4VICTORICA                 
   9052025   16   7.6VIEDMA AERO               
   9052025 23.5  14.2VILLA DE MARIA DEL RIO S  
   9052025 23.6   9.4VILLA DOLORES AERO        
